Year;Country Name;Value;Indicator Name
2014.0;Bulgaria;5.7;Chemicals (% of value added in manufacturing)
2015.0;Bulgaria;5.9;Chemicals (% of value added in manufacturing)
2016.0;Bulgaria;6.1;Chemicals (% of value added in manufacturing)
1990.0;Cyprus;3.9;Chemicals (% of value added in manufacturing)
2000.0;Cyprus;6.3;Chemicals (% of value added in manufacturing)
2009.0;Cyprus;6.6;Chemicals (% of value added in manufacturing)
2010.0;Cyprus;7.7;Chemicals (% of value added in manufacturing)
2011.0;Cyprus;8.2;Chemicals (% of value added in manufacturing)
2012.0;Cyprus;9.3;Chemicals (% of value added in manufacturing)
2013.0;Cyprus;11.5;Chemicals (% of value added in manufacturing)
2014.0;Cyprus;11.8;Chemicals (% of value added in manufacturing)
2015.0;Cyprus;12.4;Chemicals (% of value added in manufacturing)
2016.0;Cyprus;12.4;Chemicals (% of value added in manufacturing)
1990.0;Greece;9.8;Chemicals (% of value added in manufacturing)
2000.0;Greece;9.7;Chemicals (% of value added in manufacturing)
2009.0;Greece;8.6;Chemicals (% of value added in manufacturing)
2010.0;Greece;4.5;Chemicals (% of value added in manufacturing)
2011.0;Greece;7.8;Chemicals (% of value added in manufacturing)
2012.0;Greece;8.3;Chemicals (% of value added in manufacturing)
2013.0;Greece;12.1;Chemicals (% of value added in manufacturing)
2014.0;Greece;11.0;Chemicals (% of value added in manufacturing)
2015.0;Greece;10.3;Chemicals (% of value added in manufacturing)
2016.0;Greece;10.3;Chemicals (% of value added in manufacturing)
1990.0;Albania;7.6;Chemicals (% of value added in manufacturing)
2000.0;Albania;4.6;Chemicals (% of value added in manufacturing)
2009.0;Albania;10.7;Chemicals (% of value added in manufacturing)
2010.0;Albania;4.6;Chemicals (% of value added in manufacturing)
2011.0;Albania;9.1;Chemicals (% of value added in manufacturing)
2012.0;Albania;15.6;Chemicals (% of value added in manufacturing)
2013.0;Albania;3.8;Chemicals (% of value added in manufacturing)
2014.0;Albania;5.5;Chemicals (% of value added in manufacturing)
2015.0;Albania;5.5;Chemicals (% of value added in manufacturing)
2016.0;Albania;5.5;Chemicals (% of value added in manufacturing)
2000.0;Bulgaria;11.4;Chemicals (% of value added in manufacturing)
2009.0;Bulgaria;6.5;Chemicals (% of value added in manufacturing)
2010.0;Bulgaria;4.4;Chemicals (% of value added in manufacturing)
2011.0;Bulgaria;4.7;Chemicals (% of value added in manufacturing)
2012.0;Bulgaria;7.8;Chemicals (% of value added in manufacturing)
2013.0;Bulgaria;8.8;Chemicals (% of value added in manufacturing)
2014.0;Bulgaria;5.7;Chemicals (% of value added in manufacturing)
2015.0;Bulgaria;5.9;Chemicals (% of value added in manufacturing)
2016.0;Bulgaria;6.1;Chemicals (% of value added in manufacturing)
1990.0;Cyprus;3.9;Chemicals (% of value added in manufacturing)
2000.0;Cyprus;6.3;Chemicals (% of value added in manufacturing)
2009.0;Cyprus;6.6;Chemicals (% of value added in manufacturing)
2010.0;Cyprus;7.7;Chemicals (% of value added in manufacturing)
2011.0;Cyprus;8.2;Chemicals (% of value added in manufacturing)
2012.0;Cyprus;9.3;Chemicals (% of value added in manufacturing)
2013.0;Cyprus;11.5;Chemicals (% of value added in manufacturing)
2014.0;Cyprus;11.8;Chemicals (% of value added in manufacturing)
2015.0;Cyprus;12.4;Chemicals (% of value added in manufacturing)
2016.0;Cyprus;12.4;Chemicals (% of value added in manufacturing)
1990.0;Greece;9.8;Chemicals (% of value added in manufacturing)
2000.0;Greece;9.7;Chemicals (% of value added in manufacturing)
2009.0;Greece;8.6;Chemicals (% of value added in manufacturing)
2010.0;Greece;4.5;Chemicals (% of value added in manufacturing)
2011.0;Greece;7.8;Chemicals (% of value added in manufacturing)
2012.0;Greece;8.3;Chemicals (% of value added in manufacturing)
2013.0;Greece;12.1;Chemicals (% of value added in manufacturing)
2014.0;Greece;11.0;Chemicals (% of value added in manufacturing)
2015.0;Greece;10.3;Chemicals (% of value added in manufacturing)
2016.0;Greece;10.3;Chemicals (% of value added in manufacturing)
2000.0;Albania;74.1;Consumer price index (2010 = 100)
2009.0;Albania;96.5;Consumer price index (2010 = 100)
2010.0;Albania;100.0;Consumer price index (2010 = 100)
2011.0;Albania;103.4;Consumer price index (2010 = 100)
2012.0;Albania;105.5;Consumer price index (2010 = 100)
2013.0;Albania;107.6;Consumer price index (2010 = 100)
2014.0;Albania;109.3;Consumer price index (2010 = 100)
2015.0;Albania;111.4;Consumer price index (2010 = 100)
2016.0;Albania;112.8;Consumer price index (2010 = 100)
2017.0;Albania;115.1;Consumer price index (2010 = 100)
2018.0;Albania;117.4;Consumer price index (2010 = 100)
1990.0;Bulgaria;0.0;Consumer price index (2010 = 100)
2000.0;Bulgaria;56.1;Consumer price index (2010 = 100)
2009.0;Bulgaria;97.6;Consumer price index (2010 = 100)
2010.0;Bulgaria;100.0;Consumer price index (2010 = 100)
2011.0;Bulgaria;104.2;Consumer price index (2010 = 100)
2012.0;Bulgaria;107.3;Consumer price index (2010 = 100)
2013.0;Bulgaria;108.3;Consumer price index (2010 = 100)
2014.0;Bulgaria;106.7;Consumer price index (2010 = 100)
2015.0;Bulgaria;106.6;Consumer price index (2010 = 100)
2016.0;Bulgaria;105.8;Consumer price index (2010 = 100)
2017.0;Bulgaria;107.9;Consumer price index (2010 = 100)
2018.0;Bulgaria;111.0;Consumer price index (2010 = 100)
1990.0;Greece;29.8;Consumer price index (2010 = 100)
2000.0;Greece;72.2;Consumer price index (2010 = 100)
2009.0;Greece;95.5;Consumer price index (2010 = 100)
2010.0;Greece;100.0;Consumer price index (2010 = 100)
2011.0;Greece;103.3;Consumer price index (2010 = 100)
2012.0;Greece;104.9;Consumer price index (2010 = 100)
2013.0;Greece;103.9;Consumer price index (2010 = 100)
2014.0;Greece;102.6;Consumer price index (2010 = 100)
2015.0;Greece;100.8;Consumer price index (2010 = 100)
2016.0;Greece;99.9;Consumer price index (2010 = 100)
2017.0;Greece;101.1;Consumer price index (2010 = 100)
2018.0;Greece;101.7;Consumer price index (2010 = 100)
1990.0;Albania;24.0;Imports of goods and services (% of GDP)
2000.0;Albania;43.3;Imports of goods and services (% of GDP)
2009.0;Albania;49.9;Imports of goods and services (% of GDP)
2010.0;Albania;48.6;Imports of goods and services (% of GDP)
2011.0;Albania;52.0;Imports of goods and services (% of GDP)
2012.0;Albania;47.6;Imports of goods and services (% of GDP)
2013.0;Albania;47.0;Imports of goods and services (% of GDP)
2014.0;Albania;47.2;Imports of goods and services (% of GDP)
2015.0;Albania;44.5;Imports of goods and services (% of GDP)
2016.0;Albania;45.8;Imports of goods and services (% of GDP)
2017.0;Albania;46.6;Imports of goods and services (% of GDP)
2018.0;Albania;45.5;Imports of goods and services (% of GDP)
1990.0;Bulgaria;36.7;Imports of goods and services (% of GDP)
2000.0;Bulgaria;41.8;Imports of goods and services (% of GDP)
2009.0;Bulgaria;50.6;Imports of goods and services (% of GDP)
2010.0;Bulgaria;53.0;Imports of goods and services (% of GDP)
2011.0;Bulgaria;58.7;Imports of goods and services (% of GDP)
2012.0;Bulgaria;64.0;Imports of goods and services (% of GDP)
2013.0;Bulgaria;65.3;Imports of goods and services (% of GDP)
2014.0;Bulgaria;65.9;Imports of goods and services (% of GDP)
2015.0;Bulgaria;64.0;Imports of goods and services (% of GDP)
2016.0;Bulgaria;59.7;Imports of goods and services (% of GDP)
2017.0;Bulgaria;63.7;Imports of goods and services (% of GDP)
2018.0;Bulgaria;63.6;Imports of goods and services (% of GDP)
1990.0;Cyprus;57.1;Imports of goods and services (% of GDP)
2000.0;Cyprus;67.5;Imports of goods and services (% of GDP)
2009.0;Cyprus;54.1;Imports of goods and services (% of GDP)
2010.0;Cyprus;57.5;Imports of goods and services (% of GDP)
2011.0;Cyprus;55.7;Imports of goods and services (% of GDP)
2012.0;Cyprus;54.7;Imports of goods and services (% of GDP)
2013.0;Cyprus;57.2;Imports of goods and services (% of GDP)
2014.0;Cyprus;60.3;Imports of goods and services (% of GDP)
2015.0;Cyprus;64.3;Imports of goods and services (% of GDP)
2016.0;Cyprus;65.1;Imports of goods and services (% of GDP)
2017.0;Cyprus;68.3;Imports of goods and services (% of GDP)
2018.0;Cyprus;66.0;Imports of goods and services (% of GDP)
1990.0;Greece;25.3;Imports of goods and services (% of GDP)
2000.0;Greece;34.7;Imports of goods and services (% of GDP)
2009.0;Greece;28.8;Imports of goods and services (% of GDP)
2010.0;Greece;30.7;Imports of goods and services (% of GDP)
2011.0;Greece;32.3;Imports of goods and services (% of GDP)
2012.0;Greece;33.1;Imports of goods and services (% of GDP)
2013.0;Greece;33.2;Imports of goods and services (% of GDP)
2014.0;Greece;34.8;Imports of goods and services (% of GDP)
2015.0;Greece;31.5;Imports of goods and services (% of GDP)
2016.0;Greece;30.8;Imports of goods and services (% of GDP)
2017.0;Greece;34.0;Imports of goods and services (% of GDP)
2018.0;Greece;36.4;Imports of goods and services (% of GDP)
1990.0;Albania;24.0;Imports of goods and services (% of GDP)
2000.0;Albania;43.3;Imports of goods and services (% of GDP)
2009.0;Albania;49.9;Imports of goods and services (% of GDP)
2010.0;Albania;48.6;Imports of goods and services (% of GDP)
2011.0;Albania;52.0;Imports of goods and services (% of GDP)
2012.0;Albania;47.6;Imports of goods and services (% of GDP)
2013.0;Albania;47.0;Imports of goods and services (% of GDP)
2014.0;Albania;47.2;Imports of goods and services (% of GDP)
2015.0;Albania;44.5;Imports of goods and services (% of GDP)
2016.0;Albania;45.8;Imports of goods and services (% of GDP)
2017.0;Albania;46.6;Imports of goods and services (% of GDP)
2018.0;Albania;45.5;Imports of goods and services (% of GDP)
1990.0;Bulgaria;36.7;Imports of goods and services (% of GDP)
2000.0;Bulgaria;41.8;Imports of goods and services (% of GDP)
2009.0;Bulgaria;50.6;Imports of goods and services (% of GDP)
2010.0;Bulgaria;53.0;Imports of goods and services (% of GDP)
2011.0;Bulgaria;58.7;Imports of goods and services (% of GDP)
2012.0;Bulgaria;64.0;Imports of goods and services (% of GDP)
2013.0;Bulgaria;65.3;Imports of goods and services (% of GDP)
2014.0;Bulgaria;65.9;Imports of goods and services (% of GDP)
2015.0;Bulgaria;64.0;Imports of goods and services (% of GDP)
2016.0;Bulgaria;59.7;Imports of goods and services (% of GDP)
2017.0;Bulgaria;63.7;Imports of goods and services (% of GDP)
2018.0;Bulgaria;63.6;Imports of goods and services (% of GDP)
1990.0;Cyprus;57.1;Imports of goods and services (% of GDP)
2000.0;Cyprus;67.5;Imports of goods and services (% of GDP)
2009.0;Cyprus;54.1;Imports of goods and services (% of GDP)
2010.0;Cyprus;57.5;Imports of goods and services (% of GDP)
2011.0;Cyprus;55.7;Imports of goods and services (% of GDP)
2012.0;Cyprus;54.7;Imports of goods and services (% of GDP)
2013.0;Cyprus;57.2;Imports of goods and services (% of GDP)
2014.0;Cyprus;60.3;Imports of goods and services (% of GDP)
2015.0;Cyprus;64.3;Imports of goods and services (% of GDP)
2016.0;Cyprus;65.1;Imports of goods and services (% of GDP)
2017.0;Cyprus;68.3;Imports of goods and services (% of GDP)
2018.0;Cyprus;66.0;Imports of goods and services (% of GDP)
1990.0;Greece;25.3;Imports of goods and services (% of GDP)
2000.0;Greece;34.7;Imports of goods and services (% of GDP)
2009.0;Greece;28.8;Imports of goods and services (% of GDP)
2010.0;Greece;30.7;Imports of goods and services (% of GDP)
2011.0;Greece;32.3;Imports of goods and services (% of GDP)
2012.0;Greece;33.1;Imports of goods and services (% of GDP)
2013.0;Greece;33.2;Imports of goods and services (% of GDP)
2014.0;Greece;34.8;Imports of goods and services (% of GDP)
2015.0;Greece;31.5;Imports of goods and services (% of GDP)
2016.0;Greece;30.8;Imports of goods and services (% of GDP)
2017.0;Greece;34.0;Imports of goods and services (% of GDP)
2018.0;Greece;36.4;Imports of goods and services (% of GDP)
2000.0;Albania;8.9;-
2009.0;Albania;11.8;-
2010.0;Albania;13.8;-
2011.0;Albania;17.6;-
2012.0;Albania;19.9;-
2013.0;Albania;17.2;-
2014.0;Albania;8.2;-
2015.0;Albania;9.6;-
2016.0;Albania;7.3;-
2017.0;Albania;5.0;-
2018.0;Albania;4.5;-
2000.0;Bulgaria;4.7;-
2009.0;Bulgaria;20.2;-
2010.0;Bulgaria;22.2;-
2011.0;Bulgaria;23.0;-
2012.0;Bulgaria;24.8;-
2013.0;Bulgaria;23.0;-
2014.0;Bulgaria;19.3;-
2015.0;Bulgaria;15.0;-
2016.0;Bulgaria;12.0;-
2017.0;Bulgaria;13.9;-
2018.0;Bulgaria;13.4;-
1990.0;Cyprus;10.7;-
2000.0;Cyprus;12.8;-
2009.0;Cyprus;17.6;-
2010.0;Cyprus;20.2;-
2011.0;Cyprus;25.1;-
2012.0;Cyprus;30.2;-
2013.0;Cyprus;28.9;-
2014.0;Cyprus;20.9;-
2015.0;Cyprus;17.4;-
2016.0;Cyprus;15.0;-
2017.0;Cyprus;17.4;-
2018.0;Cyprus;20.2;-
1990.0;Greece;7.7;-
2000.0;Greece;13.5;-
2009.0;Greece;17.2;-
2010.0;Greece;24.5;-
2011.0;Greece;30.9;-
2012.0;Greece;37.6;-
2013.0;Greece;37.3;-
2014.0;Greece;34.4;-
2015.0;Greece;26.7;-
2016.0;Greece;22.7;-
2017.0;Greece;25.0;-
2018.0;Greece;29.0;-
1990.0;Albania;24.0;Imports of goods and services (% of GDP)
2000.0;Albania;43.3;Imports of goods and services (% of GDP)
2009.0;Albania;49.9;Imports of goods and services (% of GDP)
2010.0;Albania;48.6;Imports of goods and services (% of GDP)
2011.0;Albania;52.0;Imports of goods and services (% of GDP)
2012.0;Albania;47.6;Imports of goods and services (% of GDP)
2013.0;Albania;47.0;Imports of goods and services (% of GDP)
2014.0;Albania;47.2;Imports of goods and services (% of GDP)
2015.0;Albania;44.5;Imports of goods and services (% of GDP)
2016.0;Albania;45.8;Imports of goods and services (% of GDP)
2017.0;Albania;46.6;Imports of goods and services (% of GDP)
2018.0;Albania;45.5;Imports of goods and services (% of GDP)
1990.0;Bulgaria;36.7;Imports of goods and services (% of GDP)
2000.0;Bulgaria;41.8;Imports of goods and services (% of GDP)
2009.0;Bulgaria;50.6;Imports of goods and services (% of GDP)
2010.0;Bulgaria;53.0;Imports of goods and services (% of GDP)
2011.0;Bulgaria;58.7;Imports of goods and services (% of GDP)
2012.0;Bulgaria;64.0;Imports of goods and services (% of GDP)
2013.0;Bulgaria;65.3;Imports of goods and services (% of GDP)
2014.0;Bulgaria;65.9;Imports of goods and services (% of GDP)
2015.0;Bulgaria;64.0;Imports of goods and services (% of GDP)
2016.0;Bulgaria;59.7;Imports of goods and services (% of GDP)
2017.0;Bulgaria;63.7;Imports of goods and services (% of GDP)
2018.0;Bulgaria;63.6;Imports of goods and services (% of GDP)
1990.0;Cyprus;57.1;Imports of goods and services (% of GDP)
2000.0;Cyprus;67.5;Imports of goods and services (% of GDP)
2009.0;Cyprus;54.1;Imports of goods and services (% of GDP)
2010.0;Cyprus;57.5;Imports of goods and services (% of GDP)
2011.0;Cyprus;55.7;Imports of goods and services (% of GDP)
2012.0;Cyprus;54.7;Imports of goods and services (% of GDP)
2013.0;Cyprus;57.2;Imports of goods and services (% of GDP)
2014.0;Cyprus;60.3;Imports of goods and services (% of GDP)
2015.0;Cyprus;64.3;Imports of goods and services (% of GDP)
2016.0;Cyprus;65.1;Imports of goods and services (% of GDP)
2017.0;Cyprus;68.3;Imports of goods and services (% of GDP)
2018.0;Cyprus;66.0;Imports of goods and services (% of GDP)
1990.0;Greece;25.3;Imports of goods and services (% of GDP)
2000.0;Greece;34.7;Imports of goods and services (% of GDP)
2009.0;Greece;28.8;Imports of goods and services (% of GDP)
2010.0;Greece;30.7;Imports of goods and services (% of GDP)
2011.0;Greece;32.3;Imports of goods and services (% of GDP)
2012.0;Greece;33.1;Imports of goods and services (% of GDP)
2013.0;Greece;33.2;Imports of goods and services (% of GDP)
2014.0;Greece;34.8;Imports of goods and services (% of GDP)
2015.0;Greece;31.5;Imports of goods and services (% of GDP)
2016.0;Greece;30.8;Imports of goods and services (% of GDP)
2017.0;Greece;34.0;Imports of goods and services (% of GDP)
2018.0;Greece;36.4;Imports of goods and services (% of GDP)
1990.0;Albania;100.0;Access to electricity, urban (% of urban population)
2000.0;Albania;100.0;Access to electricity, urban (% of urban population)
2009.0;Albania;100.0;Access to electricity, urban (% of urban population)
2010.0;Albania;100.0;Access to electricity, urban (% of urban population)
2011.0;Albania;100.0;Access to electricity, urban (% of urban population)
2012.0;Albania;100.0;Access to electricity, urban (% of urban population)
2013.0;Albania;100.0;Access to electricity, urban (% of urban population)
2014.0;Albania;100.0;Access to electricity, urban (% of urban population)
2015.0;Albania;100.0;Access to electricity, urban (% of urban population)
2016.0;Albania;100.0;Access to electricity, urban (% of urban population)
2017.0;Albania;100.0;Access to electricity, urban (% of urban population)
1990.0;Bulgaria;100.0;Access to electricity, urban (% of urban population)
2000.0;Bulgaria;100.0;Access to electricity, urban (% of urban population)
2009.0;Bulgaria;100.0;Access to electricity, urban (% of urban population)
2010.0;Bulgaria;100.0;Access to electricity, urban (% of urban population)
2011.0;Bulgaria;100.0;Access to electricity, urban (% of urban population)
2012.0;Bulgaria;100.0;Access to electricity, urban (% of urban population)
2013.0;Bulgaria;100.0;Access to electricity, urban (% of urban population)
2014.0;Bulgaria;100.0;Access to electricity, urban (% of urban population)
2015.0;Bulgaria;100.0;Access to electricity, urban (% of urban population)
2016.0;Bulgaria;100.0;Access to electricity, urban (% of urban population)
2017.0;Bulgaria;100.0;Access to electricity, urban (% of urban population)
1990.0;Cyprus;100.0;Access to electricity, urban (% of urban population)
2000.0;Cyprus;100.0;Access to electricity, urban (% of urban population)
2009.0;Cyprus;100.0;Access to electricity, urban (% of urban population)
2010.0;Cyprus;100.0;Access to electricity, urban (% of urban population)
2011.0;Cyprus;100.0;Access to electricity, urban (% of urban population)
2012.0;Cyprus;100.0;Access to electricity, urban (% of urban population)
2013.0;Cyprus;100.0;Access to electricity, urban (% of urban population)
2014.0;Cyprus;100.0;Access to electricity, urban (% of urban population)
2015.0;Cyprus;100.0;Access to electricity, urban (% of urban population)
2016.0;Cyprus;100.0;Access to electricity, urban (% of urban population)
2017.0;Cyprus;100.0;Access to electricity, urban (% of urban population)
1990.0;Greece;100.0;Access to electricity, urban (% of urban population)
2000.0;Greece;100.0;Access to electricity, urban (% of urban population)
2009.0;Greece;100.0;Access to electricity, urban (% of urban population)
2010.0;Greece;100.0;Access to electricity, urban (% of urban population)
2011.0;Greece;100.0;Access to electricity, urban (% of urban population)
2012.0;Greece;100.0;Access to electricity, urban (% of urban population)
2013.0;Greece;100.0;Access to electricity, urban (% of urban population)
2014.0;Greece;100.0;Access to electricity, urban (% of urban population)
2015.0;Greece;100.0;Access to electricity, urban (% of urban population)
2016.0;Greece;100.0;Access to electricity, urban (% of urban population)
2017.0;Greece;100.0;Access to electricity, urban (% of urban population)
1990.0;Albania;100.0;Access to electricity, urban (% of urban population)
2000.0;Albania;100.0;Access to electricity, urban (% of urban population)
2009.0;Albania;100.0;Access to electricity, urban (% of urban population)
2010.0;Albania;100.0;Access to electricity, urban (% of urban population)
2011.0;Albania;100.0;Access to electricity, urban (% of urban population)
2012.0;Albania;100.0;Access to electricity, urban (% of urban population)
2013.0;Albania;100.0;Access to electricity, urban (% of urban population)
2014.0;Albania;100.0;Access to electricity, urban (% of urban population)
2015.0;Albania;100.0;Access to electricity, urban (% of urban population)
2016.0;Albania;100.0;Access to electricity, urban (% of urban population)
2017.0;Albania;100.0;Access to electricity, urban (% of urban population)
1990.0;Bulgaria;100.0;Access to electricity, urban (% of urban population)
2000.0;Bulgaria;100.0;Access to electricity, urban (% of urban population)
2009.0;Bulgaria;100.0;Access to electricity, urban (% of urban population)
2010.0;Bulgaria;100.0;Access to electricity, urban (% of urban population)
2011.0;Bulgaria;100.0;Access to electricity, urban (% of urban population)
2012.0;Bulgaria;100.0;Access to electricity, urban (% of urban population)
2013.0;Bulgaria;100.0;Access to electricity, urban (% of urban population)
2014.0;Bulgaria;100.0;Access to electricity, urban (% of urban population)
2015.0;Bulgaria;100.0;Access to electricity, urban (% of urban population)
2016.0;Bulgaria;100.0;Access to electricity, urban (% of urban population)
2017.0;Bulgaria;100.0;Access to electricity, urban (% of urban population)
1990.0;Cyprus;100.0;Access to electricity, urban (% of urban population)
2000.0;Cyprus;100.0;Access to electricity, urban (% of urban population)
2009.0;Cyprus;100.0;Access to electricity, urban (% of urban population)
2010.0;Cyprus;100.0;Access to electricity, urban (% of urban population)
2011.0;Cyprus;100.0;Access to electricity, urban (% of urban population)
2012.0;Cyprus;100.0;Access to electricity, urban (% of urban population)
2013.0;Cyprus;100.0;Access to electricity, urban (% of urban population)
2014.0;Cyprus;100.0;Access to electricity, urban (% of urban population)
2015.0;Cyprus;100.0;Access to electricity, urban (% of urban population)
2016.0;Cyprus;100.0;Access to electricity, urban (% of urban population)
2017.0;Cyprus;100.0;Access to electricity, urban (% of urban population)
1990.0;Greece;100.0;Access to electricity, urban (% of urban population)
2000.0;Greece;100.0;Access to electricity, urban (% of urban population)
2009.0;Greece;100.0;Access to electricity, urban (% of urban population)
2010.0;Greece;100.0;Access to electricity, urban (% of urban population)
2011.0;Greece;100.0;Access to electricity, urban (% of urban population)
2012.0;Greece;100.0;Access to electricity, urban (% of urban population)
2013.0;Greece;100.0;Access to electricity, urban (% of urban population)
2014.0;Greece;100.0;Access to electricity, urban (% of urban population)
2015.0;Greece;100.0;Access to electricity, urban (% of urban population)
2016.0;Greece;100.0;Access to electricity, urban (% of urban population)
2017.0;Greece;100.0;Access to electricity, urban (% of urban population)
1990.0;Albania;100.0;Access to electricity, urban (% of urban population)
2000.0;Albania;100.0;Access to electricity, urban (% of urban population)
2009.0;Albania;100.0;Access to electricity, urban (% of urban population)
2010.0;Albania;100.0;Access to electricity, urban (% of urban population)
2011.0;Albania;100.0;Access to electricity, urban (% of urban population)
2012.0;Albania;100.0;Access to electricity, urban (% of urban population)
2013.0;Albania;100.0;Access to electricity, urban (% of urban population)
2014.0;Albania;100.0;Access to electricity, urban (% of urban population)
2015.0;Albania;100.0;Access to electricity, urban (% of urban population)
2016.0;Albania;100.0;Access to electricity, urban (% of urban population)
2017.0;Albania;100.0;Access to electricity, urban (% of urban population)
1990.0;Bulgaria;100.0;Access to electricity, urban (% of urban population)
2000.0;Bulgaria;100.0;Access to electricity, urban (% of urban population)
2009.0;Bulgaria;100.0;Access to electricity, urban (% of urban population)
2010.0;Bulgaria;100.0;Access to electricity, urban (% of urban population)
2011.0;Bulgaria;100.0;Access to electricity, urban (% of urban population)
2012.0;Bulgaria;100.0;Access to electricity, urban (% of urban population)
2013.0;Bulgaria;100.0;Access to electricity, urban (% of urban population)
2014.0;Bulgaria;100.0;Access to electricity, urban (% of urban population)
2015.0;Bulgaria;100.0;Access to electricity, urban (% of urban population)
2016.0;Bulgaria;100.0;Access to electricity, urban (% of urban population)
2017.0;Bulgaria;100.0;Access to electricity, urban (% of urban population)
1990.0;Cyprus;100.0;Access to electricity, urban (% of urban population)
2000.0;Cyprus;100.0;Access to electricity, urban (% of urban population)
2009.0;Cyprus;100.0;Access to electricity, urban (% of urban population)
2010.0;Cyprus;100.0;Access to electricity, urban (% of urban population)
2011.0;Cyprus;100.0;Access to electricity, urban (% of urban population)
2012.0;Cyprus;100.0;Access to electricity, urban (% of urban population)
2013.0;Cyprus;100.0;Access to electricity, urban (% of urban population)
2014.0;Cyprus;100.0;Access to electricity, urban (% of urban population)
2015.0;Cyprus;100.0;Access to electricity, urban (% of urban population)
2016.0;Cyprus;100.0;Access to electricity, urban (% of urban population)
2017.0;Cyprus;100.0;Access to electricity, urban (% of urban population)
1990.0;Greece;100.0;Access to electricity, urban (% of urban population)
2000.0;Greece;100.0;Access to electricity, urban (% of urban population)
2009.0;Greece;100.0;Access to electricity, urban (% of urban population)
2010.0;Greece;100.0;Access to electricity, urban (% of urban population)
2011.0;Greece;100.0;Access to electricity, urban (% of urban population)
2012.0;Greece;100.0;Access to electricity, urban (% of urban population)
2013.0;Greece;100.0;Access to electricity, urban (% of urban population)
2014.0;Greece;100.0;Access to electricity, urban (% of urban population)
2015.0;Greece;100.0;Access to electricity, urban (% of urban population)
2016.0;Greece;100.0;Access to electricity, urban (% of urban population)
2017.0;Greece;100.0;Access to electricity, urban (% of urban population)
2000.0;Albania;95.4;Adjusted net enrollment rate, primary (% of primary school age children)
2009.0;Albania;85.3;Adjusted net enrollment rate, primary (% of primary school age children)
2010.0;Albania;86.0;Adjusted net enrollment rate, primary (% of primary school age children)
2011.0;Albania;87.0;Adjusted net enrollment rate, primary (% of primary school age children)
2012.0;Albania;89.5;Adjusted net enrollment rate, primary (% of primary school age children)
2013.0;Albania;95.4;Adjusted net enrollment rate, primary (% of primary school age children)
2014.0;Albania;97.6;Adjusted net enrollment rate, primary (% of primary school age children)
2015.0;Albania;97.8;Adjusted net enrollment rate, primary (% of primary school age children)
2016.0;Albania;97.7;Adjusted net enrollment rate, primary (% of primary school age children)
2017.0;Albania;97.8;Adjusted net enrollment rate, primary (% of primary school age children)
2018.0;Albania;97.4;Adjusted net enrollment rate, primary (% of primary school age children)
2000.0;Bulgaria;97.1;Adjusted net enrollment rate, primary (% of primary school age children)
2009.0;Bulgaria;99.3;Adjusted net enrollment rate, primary (% of primary school age children)
2010.0;Bulgaria;99.5;Adjusted net enrollment rate, primary (% of primary school age children)
2011.0;Bulgaria;99.5;Adjusted net enrollment rate, primary (% of primary school age children)
2012.0;Bulgaria;97.2;Adjusted net enrollment rate, primary (% of primary school age children)
2013.0;Bulgaria;95.3;Adjusted net enrollment rate, primary (% of primary school age children)
2014.0;Bulgaria;94.0;Adjusted net enrollment rate, primary (% of primary school age children)
2015.0;Bulgaria;92.0;Adjusted net enrollment rate, primary (% of primary school age children)
2016.0;Bulgaria;89.5;Adjusted net enrollment rate, primary (% of primary school age children)
1990.0;Cyprus;78.8;Adjusted net enrollment rate, primary (% of primary school age children)
2000.0;Cyprus;98.1;Adjusted net enrollment rate, primary (% of primary school age children)
2009.0;Cyprus;99.1;Adjusted net enrollment rate, primary (% of primary school age children)
2010.0;Cyprus;99.3;Adjusted net enrollment rate, primary (% of primary school age children)
2011.0;Cyprus;99.3;Adjusted net enrollment rate, primary (% of primary school age children)
2012.0;Cyprus;98.2;Adjusted net enrollment rate, primary (% of primary school age children)
2013.0;Cyprus;97.5;Adjusted net enrollment rate, primary (% of primary school age children)
2014.0;Cyprus;97.1;Adjusted net enrollment rate, primary (% of primary school age children)
2015.0;Cyprus;97.8;Adjusted net enrollment rate, primary (% of primary school age children)
1990.0;Greece;90.9;Adjusted net enrollment rate, primary (% of primary school age children)
2000.0;Greece;99.1;Adjusted net enrollment rate, primary (% of primary school age children)
2010.0;Greece;96.8;Adjusted net enrollment rate, primary (% of primary school age children)
2011.0;Greece;97.0;Adjusted net enrollment rate, primary (% of primary school age children)
2012.0;Greece;97.7;Adjusted net enrollment rate, primary (% of primary school age children)
2013.0;Greece;97.5;Adjusted net enrollment rate, primary (% of primary school age children)
2014.0;Greece;96.5;Adjusted net enrollment rate, primary (% of primary school age children)
2015.0;Greece;97.3;Adjusted net enrollment rate, primary (% of primary school age children)
2016.0;Greece;97.9;Adjusted net enrollment rate, primary (% of primary school age children)
2017.0;Greece;98.2;Adjusted net enrollment rate, primary (% of primary school age children)
2000.0;Albania;4.9;Domestic credit to private sector (% of GDP)
2009.0;Albania;38.2;Domestic credit to private sector (% of GDP)
2010.0;Albania;39.1;Domestic credit to private sector (% of GDP)
2011.0;Albania;41.2;Domestic credit to private sector (% of GDP)
2012.0;Albania;40.8;Domestic credit to private sector (% of GDP)
2013.0;Albania;39.8;Domestic credit to private sector (% of GDP)
